alim_ssgrp_nom_fr,alim_nom_fr,kCal,Prot,Glucides,Lipides,Sucre,Fibres,Acides organiques,Acides gras satur,Ca,Cu,Fe,I,Mg,Mn,P,K,Se,Na,Zn,Beta-carotene,E,C,B1,B2,B3,B5,B6,B9
céréales de petit-déjeuner et biscuits,Biscuit sec petit beurre au chocolat,463,"7,19","71,1",16,"24,5","2,91",0,"9,37",-,-,-,-,-,-,-,-,-,490,-,-,-,-,-,-,-,-,-,-
céréales de petit-déjeuner et biscuits,Biscuit sec au lait,437,"8,25","73,9","11,5",20,"2,2",0,"5,45","27,9",-,-,-,-,-,-,-,-,455,-,-,-,-,-,-,-,-,-,-
céréales de petit-déjeuner et biscuits,"Biscuit sec croquant (ex : tuile) sans chocolat, allégé en matière grasse",427,"5,63","80,1","8,8","29,4","2,5",0,"2,85",199,< 1,< 1,< 10,"25,5",< 1,239,211,< 3,311,< 1,< 50,"2,07",-,"0,17","0,11","< 0,05","0,67","< 0,05","11,7"
céréales de petit-déjeuner et biscuits,Biscuit sec pour petit déjeuner,460,"7,68","64,2","18,1","26,2","5,17",0,"8,55",120,-,"4,33",-,"65,8",-,161,-,-,294,-,-,"3,08",0,"0,23","0,24","2,7","0,9","0,33",60
céréales de petit-déjeuner et biscuits,"Biscuit sec pour petit déjeuner, allégé en sucres",453,"7,69","66,3",16,"20,2","6,33",0,"4,4",200,-,"2,8",-,90,-,200,-,-,270,-,-,"4,17",-,"0,28",-,-,-,-,-
céréales de petit-déjeuner et biscuits,"Biscuit sec chocolaté, préemballé",520,"6,43","61,7","26,9","34,3","2,71",0,"14,2","53,4","0,23","2,66",6,"31,8","0,43",165,221,"< 2,2",200,"0,69",7,"1,1",0,"0,08","0,11","1,3","0,53","0,08",32
céréales de petit-déjeuner et biscuits,Biscuit sec fourré à la pâte ou purée de fruits,383,"4,43","69,2","9,11","43,4","3,52",0,"3,6",64,"0,1",1,12,294,"0,3",37,269,< 5,160,"0,3",7,"3,02","< 0,5","0,45","0,055","0,63","0,28","0,31",21
céréales de petit-déjeuner et biscuits,Biscuit sec avec nappage chocolat,505,"6,93","61,9",25,"36,7","2,09",0,"14,9",45,-,"2,7","7,13","11,7",-,131,193,-,156,"0,89",-,-,"< 0,3",-,-,-,-,-,-
céréales de petit-déjeuner et biscuits,"Barre biscuitée fourrée aux fruits, allégée en matière grasse",-,"3,31","75,7","7,12","41,9",3,0,"2,64",-,-,-,-,-,-,-,-,-,167,-,-,"2,8",-,"0,29",-,-,-,-,-
céréales de petit-déjeuner et biscuits,"Biscuit sec pour petit déjeuner, au chocolat",460,"6,5","69,7","16,6","29,8","2,8",0,"8,75","93,6",< 1,"5,1",< 10,"76,3","0,75",232,259,"5,4",380,"0,9",< 50,"3,35",-,"0,28","0,085","1,5","0,51","0,22","32,5"
céréales de petit-déjeuner et biscuits,"Biscuit aux céréales pour petit déjeuner, enrichis en vitamines et minéraux",454,"7,6","65,8","17,5","23,8","5,4",0,"7,26",211,-,"4,84",-,"80,7",-,223,-,-,309,-,-,"4,27",-,"0,32","0,41","4,01","1,39","0,46","58,2"
